ID,Target,DataSource1_Feature1,DataSource1_Feature2,DataSource1_Feature3,DataSource2_Feature1,DataSource2_Feature2,DataSource2_Feature3,DataSource2_Feature4,DataSource2_Feature5,DataSource2_Feature6,DataSource2_Feature7,DataSource2_Feature8,DataSource2_Feature9,DataSource3_Feature1,DataSource3_Feature2,DataSource3_Feature3,DataSource4_Feature1,DataSource4_Feature2,DataSource4_Feature3,DataSource4_Feature4,DataSource4_Feature5,DataSource4_Feature6
2119420216,0,RD,A,A,20.26206,0.41396883,0.41396883,232700.0,80310.0,7.752,0.8027,0.0401,0.0579,,,,0.34,0.34,0.12,0.73,0.92,2
-1044559083,1,RD,B,A,105.60262,0.8605185,0.8605185,486400.0,105371.0,7.046,0.8233,0.0674,0.0644,,,,0.89,0.01,0.38,0.52,0.37,K
-205156487,0,RD,A,A,61.44939,-0.54898345,-0.54898345,475100.0,132281.0,8.862,0.8548,0.0195,0.0417,,,,0.79,0.01,0.6,0.83,0.99,1
1506437746,0,RD,A,A,67.13022,-0.881995,-0.881995,599700.0,146103.0,8.105,0.8177,0.0099,0.1129,1.0,11.47,C,0.97,0.01,0.16,0.87,0.9,1
-1153369266,0,RD,B,A,65.04372,-0.9244799,-0.9244799,615800.0,128641.0,7.577,0.8059,0.012,0.111,,,,0.89,0.01,0.11,0.81,0.73,2
1868554128,0,RD,B,A,35.49896,-0.94668424,-0.94668424,559400.0,144722.0,6.219,0.8963,0.016,0.03,0.0,11.53,B,0.98,0.01,0.47,0.71,0.93,2
-186590968,0,RD,A,A,16.53151,-0.49602333,-0.49602333,298300.0,86305.0,8.021,0.8461,0.0278,0.0549,,,,,,,,,
1952822324,0,RD,A,A,115.59248,-0.70655274,-0.70655274,616100.0,181065.0,5.71,0.8397,0.0395,0.0519,,,,0.95,0.01,0.13,0.86,0.93,2
1539013683,1,RD,A,A,19.59534,-0.83275974,-0.83275974,396900.0,118707.0,7.319,0.8501,0.0337,0.046,,,,0.85,0.13,0.32,0.89,0.97,2
1142584286,0,RD,A,A,113.49851,0.8963781,0.8963781,298400.0,79807.0,7.437,0.9002,0.033,0.0136,0.0,13.12,A,0.58,0.23,0.17,0.67,0.98,2
-2075410519,0,RD,B,A,48.32525,-0.50711983,-0.50711983,481600.0,111002.0,7.941,0.6067,0.071,0.0618,,,,0.64,0.24,0.97,0.09,0.66,4
-688058721,0,RD,A,A,41.59002,0.5827984,0.5827984,267200.0,85427.0,6.133,0.8969,0.0257,0.0367,,,,0.94,0.1,0.16,0.84,0.38,2
-1872006608,0,RD,A,A,92.48667,-0.8077305,-0.8077305,428200.0,100464.0,8.149,0.868,0.0096,0.0369,,,,0.7,0.22,0.5,0.34,0.76,2
1618859741,0,RD,B,A,69.50289,-0.88459677,-0.88459677,588800.0,117087.0,7.834,0.672,0.0165,0.2194,,,,0.9,0.11,0.78,0.2,0.39,4
-341765227,0,RD,A,A,24.91461,0.45348588,0.45348588,169300.0,38153.0,8.823,0.2596,0.1331,0.0155,,,,0.24,0.39,0.51,0.6,0.47,G
-1893101894,0,RD,B,A,78.83022,-0.81482464,-0.81482464,323400.0,67284.0,8.434,0.5328,0.0433,0.0344,,,,0.79,0.21,0.45,0.69,0.89,H
1257523685,0,RD,B,A,59.90492,-0.9544325,-0.9544325,495500.0,133297.0,7.575,0.72,0.0676,0.1007,,,,0.98,0.01,0.25,0.86,0.89,2
9627838,0,RD,B,A,1179.44335,-0.40097636,-0.40097636,197000.0,45782.0,7.977,0.4262,0.1228,0.0105,,,,,,,,,
-2018938097,0,RD,B,A,18.47941,-0.9987379,-0.9987379,379400.0,126974.0,6.342,0.9174,0.0129,0.0315,,,,0.43,0.2,0.28,0.96,0.86,2
-1572779699,0,RD,A,A,51.22719,-0.5884602,-0.5884602,845400.0,169099.0,7.474,0.851,0.0153,0.1062,,,,0.86,0.05,0.25,0.8,0.28,1
-987479702,0,RD,A,A,92.65088,0.7503345,0.7503345,612200.0,147444.0,6.536,0.8554,0.0115,0.0924,,,,0.98,0.05,0.15,0.49,0.7,2
-1485797206,0,RD,A,A,808.29519,-0.9720224,-0.9720224,288000.0,92221.0,5.771,0.9438,0.0074,0.0104,,,,0.95,0.06,0.15,0.76,0.96,2
473445530,0,RD,A,A,63.88434,-0.88866633,-0.88866633,597200.0,128380.0,7.84,0.7724,0.0094,0.1735,0.0,12.0,B,1.0,0.01,0.65,0.9,0.45,2
-262867644,0,RD,A,A,1070.26605,-0.99753714,-0.99753714,58000.0,39353.0,2.429,0.9876,0.0034,0.0045,,,,,,,,,
641213247,0,RD,A,A,47.56176,-0.9819923,-0.9819923,436900.0,124555.0,6.986,0.8334,0.026,0.0489,0.0,11.63,A,0.82,0.09,0.21,0.88,0.44,2
-797683641,0,RD,B,A,77.07525,-0.6921903,-0.6921903,556500.0,81399.0,9.38,0.4424,0.3917,0.0496,,,,0.55,0.27,0.35,0.87,0.78,4
1583187840,0,RD,A,A,90.52738,-0.8173385,-0.8173385,474200.0,126655.0,8.454,0.8613,0.0287,0.033,1.0,8.51,C,0.94,0.01,0.16,0.95,0.95,1
-1861989711,0,RD,A,A,57.29085,-0.47202277,-0.47202277,343000.0,82983.0,8.667,0.3987,0.3113,0.014,0.0,11.81,B,0.09,0.54,0.6,0.39,0.58,E
-1321963645,0,RD,A,A,56.10889,-0.5529652,-0.5529652,428200.0,106693.0,8.565,0.8464,0.008,0.0501,,,,0.92,0.09,0.86,0.5,0.97,1
1296848306,0,RD,A,A,122.10514,0.6561888,0.6561888,340600.0,103940.0,6.196,0.9426,0.0081,0.0209,,,,0.96,0.01,0.62,0.52,0.94,2
201218904,0,RD,A,A,153.24896,-0.009375955,-0.009375955,168200.0,50108.0,5.881,0.9476,0.0132,0.0107,0.0,11.88,D,0.69,0.17,0.68,0.09,0.24,J
-1641501427,0,RD,B,A,96.77848,0.71525216,0.71525216,335300.0,87806.0,7.411,0.8784,0.0199,0.0257,0.0,10.98,A,0.98,0.01,0.6,0.86,0.51,4
-271559499,0,RD,B,A,67.78599,-0.92712134,-0.92712134,997700.0,168125.0,7.02,0.8223,0.019,0.1023,,,,0.77,0.21,0.04,0.8,0.42,1
-2082250677,0,RD,A,A,41.98676,-0.80897397,-0.80897397,413400.0,72961.0,8.738,0.4101,0.1535,0.0535,,,,,,,,,
434126255,0,RD,A,A,19.47289,0.27275518,0.27275518,158100.0,50698.0,8.379,0.5444,0.0944,0.0335,,,,0.27,0.23,0.76,0.46,0.39,2
-1582441932,0,RD,B,A,59.90492,-0.9544325,-0.9544325,495500.0,133297.0,7.575,0.72,0.0676,0.1007,0.0,11.49,B,0.55,0.39,0.47,0.99,0.24,1
-441216891,0,RD,A,A,65.24683,-0.9497547,-0.9497547,603000.0,56594.0,8.358,0.8823,0.0483,0.0192,1.0,11.47,C,0.5,0.23,0.18,0.95,0.64,4
1704234719,0,RD,A,A,64.07606,-0.66502756,-0.66502756,552900.0,108438.0,9.397,0.6499,0.06,0.1412,,,,0.82,0.23,0.97,0.14,0.98,2
216455259,0,RD,A,A,26.91349,-0.9546913,-0.9546913,592900.0,128164.0,5.672,0.9262,0.0108,0.0284,0.0,14.24,B,0.88,0.09,0.15,0.97,0.96,2
-1646636209,0,RD,A,A,28.48077,0.49227887,0.49227887,157300.0,52857.0,8.005,0.3317,0.2586,0.0413,,,,0.14,0.48,0.84,0.19,0.09,L
-461877773,0,RD,A,A,28.52974,-0.88058794,-0.88058794,878400.0,219083.0,6.246,0.8995,0.0166,0.0398,,,,,,,,,
687674832,0,RD,A,A,94.79972,-0.84476215,-0.84476215,606700.0,167639.0,7.698,0.8153,0.0166,0.1049,,,,0.88,0.01,0.11,0.85,0.95,1
331427399,0,RD,A,A,13.15372,-0.3274581,-0.3274581,249600.0,86786.0,6.706,0.9105,0.0234,0.0147,0.0,11.64,A,0.35,0.22,0.4,0.87,0.95,G
-1897314518,0,RD,A,A,142.78506,0.47458026,0.47458026,231200.0,62439.0,6.506,0.8936,0.0298,0.0405,,,,0.24,0.35,0.96,0.2,0.08,L
412243544,0,RD,A,A,23.1009,0.73319745,0.73319745,442700.0,150184.0,5.815,0.8901,0.0155,0.0538,0.0,14.07,A,0.79,0.01,0.26,0.86,0.44,2
-1721587665,1,RD,B,A,50.49095,0.25598842,0.25598842,222000.0,51472.0,7.437,0.7946,0.0374,0.0461,,,,0.97,0.01,0.33,0.31,0.97,1
-1644023954,0,RD,B,A,239.37401,-0.6063445,-0.6063445,181900.0,52813.0,5.717,0.6303,0.2281,0.0148,,,,0.34,0.3,0.3,0.37,0.21,K
985903326,0,RD,A,A,32.15268,-0.97153807,-0.97153807,655800.0,158441.0,6.571,0.9036,0.0088,0.0391,,,,0.73,0.01,0.45,0.12,0.25,G
-1006028839,1,RD,A,A,169.55677,-0.72741777,-0.72741777,343900.0,130417.0,6.253,0.8819,0.0451,0.033,,,,0.52,0.23,0.5,0.33,0.8,2
-1777499234,0,RD,A,A,90.55347,0.88611007,0.88611007,332500.0,98280.0,6.624,0.9258,0.0135,0.0331,0.0,14.66,A,0.73,0.14,0.19,0.77,0.93,2
-1427122539,0,RD,B,A,5.07122,0.8571806,0.8571806,270100.0,79489.0,7.043,0.8435,0.0174,0.0352,0.0,9.12,D,0.29,0.27,0.81,0.18,0.03,L
-1497672096,0,RD,A,A,122.96035,0.7148231,0.7148231,608400.0,148125.0,6.983,0.8242,0.0152,0.1069,,,,0.94,0.04,0.03,0.95,0.95,1
858831928,0,RD,A,A,88.40717,0.743855,0.743855,449600.0,108767.0,6.789,0.7462,0.0176,0.1752,0.0,12.69,A,0.99,0.01,0.12,0.97,0.73,1
778211590,0,RD,A,A,24.39394,-0.68771446,-0.68771446,219400.0,42928.0,9.208,0.3049,0.2291,0.0324,0.0,15.61,A,0.05,0.65,0.61,0.07,0.39,H
-805610918,0,RD,A,A,10.61827,-0.3198507,-0.3198507,194400.0,58112.0,8.551,0.5601,0.1772,0.036,,,,0.39,0.34,0.3,0.59,0.59,G
-530208258,0,RD,A,A,1138.9382,-0.40583372,-0.40583372,341300.0,85858.0,7.978,0.7086,0.0492,0.0459,0.0,24.75,A,0.72,0.26,0.75,0.72,0.45,2
-333363813,0,RD,A,A,81.76532,-0.84109503,-0.84109503,217300.0,44805.0,9.678,0.0521,0.8041,0.0096,1.0,4.43,C,0.32,0.51,0.47,0.38,0.13,H
1678416940,0,RD,A,A,66.36542,0.7406926,0.7406926,258500.0,67117.0,6.306,0.928,0.016,0.0113,0.0,14.32,A,0.85,0.01,0.3,0.53,0.97,1
501088423,0,RD,A,A,124.11847,0.8023172,0.8023172,272500.0,43956.0,9.841,0.3821,0.1258,0.053,,,,0.27,0.39,0.6,0.36,0.62,E
698802266,0,RD,A,A,105.18641,0.8341893,0.8341893,445200.0,96868.0,7.789,0.8375,0.0562,0.0303,0.0,10.74,A,0.25,0.48,0.69,0.09,0.75,3
-1846597053,0,RD,B,A,10.61827,-0.3198507,-0.3198507,194400.0,58112.0,8.551,0.5601,0.1772,0.036,,,,0.53,0.12,0.83,0.17,0.3,1
-1998308764,0,RD,A,A,110.12924,-0.7032174,-0.7032174,456000.0,111484.0,7.18,0.8359,0.0252,0.0725,0.0,15.3,A,0.75,0.16,0.32,0.88,0.96,2
950128901,0,RD,B,A,107.13976,0.82580125,0.82580125,491300.0,100915.0,8.644,0.783,0.0581,0.066,0.0,20.5,D,0.89,0.07,0.13,0.86,0.82,1
945702178,0,RD,B,A,51.22396,-0.5216224,-0.5216224,623000.0,122964.0,7.318,0.8241,0.0361,0.0753,,,,0.89,0.04,0.32,0.75,0.95,1
-773285307,0,RD,A,A,107.25,-0.45818016,-0.45818016,245800.0,107823.0,7.48,0.8418,0.038,0.0769,1.0,8.09,C,1.0,0.01,0.12,0.97,0.68,1
1340329105,0,RD,B,A,117.66189,0.87779725,0.87779725,742300.0,133596.0,6.908,0.9515,0.0077,0.0213,0.0,14.7,A,0.87,0.13,0.12,0.99,0.84,2
1080052777,1,RD,A,A,2017.45935,-0.9765942,-0.9765942,330500.0,95941.0,7.489,0.9132,0.0074,0.0143,,,,1.0,0.01,0.4,0.53,0.19,F
-1617652201,0,RD,B,A,154.19704,-0.7385477,-0.7385477,450200.0,120188.0,8.337,0.9169,0.0202,0.026,0.0,9.74,A,0.78,0.04,0.37,0.91,0.82,1
-1485132142,0,RD,B,A,254.12514,-0.82144606,-0.82144606,474700.0,118263.0,7.819,0.5848,0.1175,0.2311,,,,0.91,0.11,0.66,0.91,0.48,1
-1256395695,0,RD,A,A,26.3977,-0.7695127,-0.7695127,680000.0,144360.0,7.429,0.8936,0.0167,0.036,,,,0.96,0.01,0.31,0.97,0.66,2
1034955724,0,RD,B,A,4.05648,-0.5827905,-0.5827905,195700.0,70754.0,7.76,0.5181,0.2724,0.0547,,,,0.33,0.12,0.52,0.18,0.78,L
-410490904,0,RD,B,A,10.10617,0.5872974,0.5872974,169700.0,61031.0,7.864,0.5751,0.0886,0.0201,0.0,14.46,A,0.3,0.31,0.78,0.54,0.73,1
-863951730,0,RD,A,A,76.31966,-0.9995916,-0.9995916,325500.0,101801.0,5.838,0.7352,0.0603,0.0286,0.0,11.3,A,0.94,0.01,0.85,0.62,0.93,2
1688701562,0,RD,B,A,88.40717,0.743855,0.743855,449600.0,108767.0,6.789,0.7462,0.0176,0.1752,,,,0.75,0.15,0.14,0.86,0.26,2
192263113,0,RD,A,A,163.63286,-0.723275,-0.723275,258800.0,99432.0,7.167,0.8557,0.0544,0.0465,0.0,14.5,B,0.87,0.01,0.22,0.99,0.92,4
687949023,1,RD,A,A,92.65088,0.7503345,0.7503345,612200.0,147444.0,6.536,0.8554,0.0115,0.0924,0.0,12.05,B,0.76,0.1,0.34,0.98,0.89,2
-1622064106,0,RD,B,A,32.15268,-0.97153807,-0.97153807,655800.0,158441.0,6.571,0.9036,0.0088,0.0391,,,,,,,,,
-388589215,0,RD,B,A,212.83651,-0.06699718,-0.06699718,221800.0,49663.0,8.53,0.8117,0.0794,0.066,,,,0.4,0.31,0.17,0.48,0.76,1
285401916,0,RD,A,A,55.50428,-0.84735143,-0.84735143,927800.0,201232.0,8.056,0.7749,0.0222,0.1384,,,,0.96,0.05,0.09,0.76,0.71,1
1919292708,0,RD,A,A,90.74685,-0.7748015,-0.7748015,271900.0,74676.0,8.55,0.3919,0.1211,0.1507,,,,0.13,0.34,0.63,0.03,0.65,L
2011489648,1,RD,A,A,43.19698,-0.9996967,-0.9996967,305100.0,97363.0,6.153,0.8082,0.0263,0.0204,,,,0.57,0.28,0.94,0.9,0.88,2
209730718,0,RD,B,A,18.27134,-0.13082391,-0.13082391,195900.0,66829.0,7.737,0.8006,0.0471,0.0208,0.0,14.45,A,0.54,0.26,0.82,0.26,0.5,L
525342223,0,RD,A,A,16.63993,0.98204845,0.98204845,365400.0,113068.0,5.224,0.9426,0.0111,0.0161,,,,0.69,0.08,0.87,0.93,0.94,2
712186111,0,RD,B,A,64.49955,-0.9012895,-0.9012895,575900.0,124346.0,7.913,0.7743,0.025,0.1082,,,,0.79,0.11,0.25,0.99,0.94,1
-360069428,0,RD,A,A,53.04972,-0.39650244,-0.39650244,416800.0,115506.0,8.433,0.9152,0.0063,0.0199,,,,0.34,0.28,0.91,0.06,0.91,H
1853663090,0,RD,B,A,118.85569,-0.649741,-0.649741,350300.0,90582.0,6.461,0.823,0.0514,0.0323,1.0,13.25,C,,,,,,
-1757366728,0,RD,B,A,64.65882,-0.5791755,-0.5791755,387100.0,108761.0,8.973,0.4659,0.2683,0.043,0.0,10.87,A,0.66,0.26,0.25,0.88,0.95,1
77538087,0,RD,A,A,90.20526,0.9133983,0.9133983,283100.0,74255.0,7.395,0.8187,0.0355,0.0472,,,,0.61,0.13,0.46,0.92,0.8,1
1603476393,0,RD,B,A,69.6642,-0.9369914,-0.9369914,586600.0,144491.0,7.871,0.8442,0.0083,0.0677,,,,0.94,0.04,0.53,0.29,0.71,1
1007687426,0,RD,B,A,118.70443,0.7127885,0.7127885,370500.0,97853.0,7.245,0.9237,0.0138,0.0299,,,,0.62,0.28,0.28,0.3,0.96,2
-1585831316,0,RD,B,A,35.90847,-0.76525104,-0.76525104,377400.0,66071.0,8.694,0.3924,0.1798,0.0338,,,,0.41,0.31,0.54,0.01,0.57,3
-1488020271,0,RD,A,A,34.5459,0.7773558,0.7773558,273300.0,101098.0,5.368,0.9425,0.0147,0.0138,,,,0.58,0.31,0.82,0.64,0.97,2
-655602618,0,RD,B,A,46.35788,-0.26033863,-0.26033863,375700.0,90830.0,7.112,0.8778,0.0123,0.0235,,,,0.79,0.17,0.54,0.63,0.75,1
-1749230005,0,RD,A,A,86.59074,0.938457,0.938457,329700.0,89155.0,6.616,0.9322,0.0152,0.015,0.0,13.21,A,0.77,0.17,0.33,0.75,0.84,2
263908410,0,RD,A,A,62.29723,-0.935521,-0.935521,387500.0,105698.0,8.117,0.6094,0.1217,0.1146,,,,0.94,0.07,0.05,0.67,0.94,1
-1441140278,0,RD,A,A,111.56196,0.8682173,0.8682173,436800.0,94945.0,7.863,0.8432,0.0326,0.0778,,,,0.71,0.26,0.7,0.69,0.88,2
1752096509,0,RD,B,A,21.9814,-0.7510467,-0.7510467,173000.0,56607.0,9.075,0.3508,0.2619,0.0232,,,,0.65,0.21,0.06,0.91,0.82,2
-1416530288,0,RD,A,A,56.10889,-0.5529652,-0.5529652,428200.0,106693.0,8.565,0.8464,0.008,0.0501,0.0,11.24,A,0.58,0.19,0.21,0.95,0.97,4
240922253,0,RD,A,A,104.6181,-0.7661409,-0.7661409,389300.0,109041.0,7.719,0.6471,0.0429,0.2213,,,,0.62,0.19,0.08,0.93,0.79,2
1701200738,0,RD,A,A,101.15159,-0.8660826,-0.8660826,667900.0,145942.0,7.039,0.7934,0.0164,0.143,,,,0.95,0.01,0.12,0.95,0.77,1
1490224950,0,RD,A,A,117.83902,0.7971592,0.7971592,381500.0,64176.0,9.375,0.5296,0.1443,0.1874,,,,0.85,0.14,0.31,0.81,0.54,3
321675868,0,RD,A,A,38.37418,0.99451494,0.99451494,259000.0,79293.0,6.459,0.8553,0.033,0.042,,,,0.99,0.01,0.12,0.91,0.33,1
-1524822505,0,RD,A,A,35.90847,-0.76525104,-0.76525104,377400.0,66071.0,8.694,0.3924,0.1798,0.0338,,,,0.92,0.01,0.41,0.85,0.26,1
1672527520,0,RD,B,A,50.73058,0.92289764,0.92289764,221000.0,92835.0,4.864,0.9385,0.0159,0.0081,0.0,13.04,A,0.66,0.12,0.02,0.96,0.84,2
1696979103,1,RD,A,A,105.97423,0.6773988,0.6773988,436100.0,120638.0,6.294,0.9202,0.0094,0.0468,,,,0.87,0.12,0.43,0.7,0.36,2
1957379238,0,RD,B,A,106.69104,0.73159945,0.73159945,814000.0,141068.0,6.588,0.8651,0.0395,0.0461,,,,0.98,0.01,0.09,0.99,0.72,1
978067465,0,RD,A,A,23.85487,-0.13618565,-0.13618565,333200.0,126341.0,5.752,0.9389,0.0083,0.0193,0.0,12.33,B,0.59,0.19,0.12,0.84,0.36,2
1794776665,0,RD,A,A,47.01576,-0.9033622,-0.9033622,1012600.0,208275.0,6.194,0.8874,0.0098,0.0531,,,,0.74,0.16,0.48,0.22,0.84,2
2124355797,0,RD,B,A,1131.99067,-0.40253133,-0.40253133,140600.0,35075.0,8.727,0.1167,0.8062,0.0099,0.0,21.05,D,,,,,,
1310262201,0,RD,B,A,125.7645,0.8070974,0.8070974,455400.0,113078.0,8.439,0.9204,0.0164,0.0251,,,,0.95,0.01,0.48,0.84,0.9,1
1890815477,0,RD,A,A,120.49887,-0.8617187,-0.8617187,415500.0,110671.0,6.168,0.8277,0.0221,0.0513,,,,0.9,0.01,0.11,0.87,0.99,2
-433844640,0,RD,B,A,63.75124,-0.62128323,-0.62128323,431000.0,117069.0,8.841,0.5491,0.1979,0.0506,,,,0.94,0.1,0.19,0.79,0.78,1
1208691608,0,RD,B,A,30.1018,-0.19374216,-0.19374216,299500.0,107566.0,5.22,0.9566,0.0051,0.0132,,,,0.64,0.29,0.6,0.75,0.6,2
1143400431,0,RD,B,A,120.49887,-0.8617187,-0.8617187,415500.0,110671.0,6.168,0.8277,0.0221,0.0513,,,,0.89,0.01,0.46,0.41,0.3,2
-229451279,1,RD,B,A,71.4504,-0.89916635,-0.89916635,631900.0,166450.0,8.362,0.8352,0.0159,0.0952,,,,0.79,0.15,0.34,0.78,0.97,2
-280404920,1,RD,B,A,43.24531,-0.271279,-0.271279,339300.0,93777.0,8.028,0.8092,0.0253,0.0487,,,,0.35,0.15,0.09,0.66,0.8,2
1095983647,0,RD,A,A,12.73426,-0.693658,-0.693658,137500.0,51021.0,8.034,0.6076,0.1231,0.0176,,,,0.17,0.58,0.93,0.86,0.7,3
125439289,0,RD,A,A,57.38366,-0.8323733,-0.8323733,646100.0,117833.0,8.827,0.8318,0.0108,0.0663,,,,0.79,0.04,0.94,0.06,0.48,3
-1508682864,0,RD,A,A,118.3949,0.8984343,0.8984343,615700.0,151306.0,6.22,0.9499,0.0086,0.0224,0.0,13.14,A,0.92,0.09,0.04,0.98,0.84,2
-345147684,1,RD,A,A,104.48115,-0.6877034,-0.6877034,559300.0,149401.0,7.268,0.7859,0.0178,0.1508,0.0,14.42,A,0.89,0.07,0.22,0.97,0.55,2
-1496992226,0,RD,A,A,93.1894,-0.9470196,-0.9470196,301600.0,93180.0,7.116,0.7908,0.0262,0.0818,,,,0.51,0.29,0.27,0.61,0.88,2
275772063,0,RD,B,A,117.62989,-0.8919295,-0.8919295,409800.0,123608.0,6.265,0.7788,0.0857,0.0443,,,,0.9,0.09,0.13,0.98,0.77,2
277804660,0,RD,B,A,195.83551,0.22882704,0.22882704,185500.0,63036.0,3.316,0.9924,0.0,0.0,,,,0.43,0.19,0.39,0.36,0.56,2
-1387172954,0,RD,A,A,50.45895,0.37553245,0.37553245,164700.0,61786.0,8.273,0.6564,0.1374,0.0354,,,,0.64,0.1,0.95,0.43,0.62,2
-82930127,0,RD,A,A,49.60328,-0.18135831,-0.18135831,440600.0,111581.0,7.955,0.9098,0.0134,0.0216,,,,0.5,0.28,0.04,0.95,0.96,2
-1966352478,0,RD,B,A,26.33682,0.67359495,0.67359495,337600.0,112004.0,6.732,0.8385,0.0261,0.0746,0.0,14.07,A,0.89,0.11,0.23,0.2,0.77,4
1193936790,1,RD,A,A,111.56196,0.8682173,0.8682173,436800.0,94945.0,7.863,0.8432,0.0326,0.0778,,,,0.83,0.16,0.23,0.77,0.9,2
831076776,0,RD,B,A,24.60284,-0.34700614,-0.34700614,294400.0,108355.0,5.219,0.9609,0.0053,0.0097,0.0,12.33,B,0.75,0.11,0.34,0.58,0.11,4
-147320176,0,RD,B,A,21.9814,-0.7510467,-0.7510467,173000.0,56607.0,9.075,0.3508,0.2619,0.0232,0.0,14.08,A,0.02,0.67,0.53,0.51,0.5,H
1446383255,0,RD,B,A,42.71923,0.40376684,0.40376684,185700.0,76423.0,7.201,0.8079,0.0656,0.0218,,,,,,,,,
532125996,0,RD,B,A,10.61827,-0.3198507,-0.3198507,194400.0,58112.0,8.551,0.5601,0.1772,0.036,,,,0.02,0.63,0.26,0.9,0.75,H
-829399879,0,RD,A,A,100.60315,-0.845205,-0.845205,784900.0,165030.0,6.663,0.7695,0.0162,0.1519,0.0,12.13,B,1.0,0.01,0.05,0.92,0.91,2
-439304073,0,RD,A,A,80.5048,-0.729352,-0.729352,864600.0,67911.0,10.254,0.6188,0.0089,0.2245,,,,0.85,0.1,0.55,0.32,0.74,4
-1619580278,0,RD,A,A,197.63125,0.63870937,0.63870937,362600.0,97589.0,5.98,0.9349,0.0095,0.033,,,,0.65,0.23,0.72,0.07,0.45,E
-332988722,0,RD,A,A,68.8649,-0.75887114,-0.75887114,671400.0,65098.0,10.19,0.3047,0.1259,0.1243,,,,,,,,,
8546168,0,RD,B,A,120.49887,-0.8617187,-0.8617187,415500.0,110671.0,6.168,0.8277,0.0221,0.0513,1.0,7.92,C,0.72,0.21,0.09,0.69,0.85,2
-1499563946,1,RD,A,A,72.98772,-0.87700975,-0.87700975,353100.0,77887.0,8.901,0.6238,0.0495,0.0947,,,,0.79,0.17,0.7,0.66,0.51,2
-866632952,0,RD,B,A,68.56965,-0.9955708,-0.9955708,322200.0,76637.0,7.169,0.8291,0.0283,0.0246,,,,0.55,0.28,0.34,0.72,0.96,2
-784153981,0,RD,A,A,21.40016,0.15999863,0.15999863,337800.0,97031.0,6.659,0.8247,0.0297,0.094,,,,0.88,0.12,0.71,0.47,0.35,4
523903307,0,RD,A,A,521.06262,-0.9826402,-0.9826402,348200.0,110549.0,8.568,0.8547,0.0873,0.0234,,,,0.13,0.37,0.4,0.61,0.21,4
534616285,0,RD,A,A,80.11318,0.95604926,0.95604926,206200.0,73604.0,8.119,0.8792,0.0291,0.0246,,,,0.38,0.29,0.97,0.24,0.75,E
-2125059962,0,RD,A,A,103.70543,0.81407243,0.81407243,835200.0,159147.0,7.645,0.9004,0.0123,0.0598,,,,0.97,0.04,0.31,0.96,0.3,1
-696709274,0,RD,A,A,120.9646,0.7936528,0.7936528,374500.0,80253.0,7.812,0.8829,0.0257,0.0289,1.0,9.13,C,0.72,0.17,0.59,0.42,0.84,1
-1033758488,0,RD,A,A,125.25355,0.78158116,0.78158116,373100.0,68214.0,8.066,0.8499,0.0277,0.0202,0.0,12.18,A,0.75,0.23,0.27,0.48,0.93,1
940326034,0,RD,A,A,156.75238,-0.6887347,-0.6887347,221400.0,83024.0,6.846,0.8409,0.0749,0.0295,,,,0.6,0.21,0.82,0.74,0.55,2
-1204338940,0,RD,B,A,144.22652,-0.75388014,-0.75388014,221200.0,76777.0,7.976,0.7606,0.0954,0.0329,0.0,12.5,A,0.33,0.29,0.59,0.85,0.88,2
-186551581,0,RD,A,A,17.70904,-0.67723954,-0.67723954,268700.0,83793.0,8.005,0.7663,0.0797,0.0253,,,,0.17,0.46,0.73,0.27,0.45,3
2007823914,0,RD,B,A,65.24683,-0.9497547,-0.9497547,603000.0,56594.0,8.358,0.8823,0.0483,0.0192,,,,0.32,0.38,0.13,0.27,0.62,1
1237117782,0,RD,A,A,131.51441,0.57279956,0.57279956,221800.0,79051.0,7.246,0.9023,0.0253,0.0282,0.0,15.42,A,0.69,0.23,0.67,0.11,0.58,2
-1502272537,0,RD,A,A,48.19919,-0.999777,-0.999777,392500.0,103750.0,5.582,0.8525,0.0226,0.0237,,,,0.59,0.07,0.32,0.96,0.42,2
1587464772,0,RD,A,A,70.94222,-0.60886526,-0.60886526,194400.0,48878.0,5.33,0.7467,0.1362,0.036,,,,0.62,0.34,0.49,0.23,0.32,4
-1461837308,0,RD,A,A,13.53274,-0.53388005,-0.53388005,122800.0,40135.0,8.063,0.3365,0.2408,0.0105,,,,0.46,0.41,0.56,0.04,0.64,L
1446512265,0,RD,B,A,59.33766,-0.8033924,-0.8033924,771600.0,152932.0,8.645,0.7509,0.0642,0.061,,,,0.91,0.01,0.22,0.64,0.6,3
-234415976,0,RD,A,A,120.49887,-0.8617187,-0.8617187,415500.0,110671.0,6.168,0.8277,0.0221,0.0513,,,,0.81,0.17,0.05,0.89,0.88,2
834633540,0,RD,A,A,59.74454,-0.6942636,-0.6942636,1274100.0,187159.0,7.897,0.8058,0.0149,0.1279,,,,0.99,0.01,0.08,0.79,0.65,4
-418158725,0,RD,B,A,70.55518,-0.8654178,-0.8654178,380500.0,88143.0,8.925,0.632,0.0524,0.0976,0.0,13.77,D,0.88,0.09,0.19,0.94,0.97,3
-750529981,0,RD,B,A,15.47051,0.8108884,0.8108884,227000.0,67651.0,7.058,0.702,0.1344,0.0511,0.0,12.19,A,,,,,,
